-8.22000,-22.26000,+22.98000
-8.04000,-22.02000,+22.80000
-7.98000,-22.02000,+22.50000
-7.98000,-22.02000,+22.08000
-7.80000,-22.08000,+21.96000
-7.50000,-22.26000,+22.08000
-7.62000,-22.38000,+21.90000
-7.44000,-22.20000,+21.84000
-7.44000,-22.56000,+21.90000
-7.38000,-22.56000,+21.96000
-7.56000,-22.44000,+21.96000
-7.44000,-22.74000,+22.32000
-7.44000,-22.74000,+22.26000
-7.62000,-22.56000,+22.44000
-7.08000,-22.38000,+22.68000
-7.20000,-22.38000,+22.62000
-7.38000,-22.26000,+22.62000
-7.44000,-22.38000,+22.98000
-7.38000,-22.38000,+22.86000
-7.26000,-22.02000,+23.22000
-7.26000,-22.20000,+23.46000
-7.38000,-22.02000,+23.28000
-7.62000,-22.02000,+23.28000
-7.56000,-22.26000,+23.46000
-7.38000,-22.02000,+23.46000
-7.20000,-21.84000,+23.58000
-6.78000,-22.08000,+23.58000
-6.96000,-22.26000,+23.22000
-6.90000,-21.90000,+23.04000
-6.60000,-22.26000,+22.80000
-6.72000,-22.08000,+22.50000
-6.60000,-21.72000,+22.62000
-6.60000,-22.38000,+22.80000
-6.90000,-22.44000,+22.26000
-6.78000,-22.20000,+22.62000
-6.72000,-22.38000,+22.50000
-6.96000,-22.44000,+22.50000
-6.96000,-22.38000,+22.98000
-6.90000,-22.98000,+23.22000
-7.08000,-23.34000,+23.22000
-7.14000,-22.80000,+23.16000
-6.96000,-22.80000,+23.46000
-7.08000,-22.98000,+23.16000
-6.78000,-22.62000,+23.40000
-6.72000,-22.80000,+23.64000
-6.90000,-22.80000,+23.28000
-6.54000,-22.44000,+23.40000
-6.24000,-22.74000,+23.58000
-6.06000,-23.16000,+23.58000
-6.00000,-23.34000,+23.58000
-5.70000,-23.34000,+23.58000
-5.82000,-23.52000,+23.64000
-5.82000,-23.52000,+23.58000
-5.64000,-23.34000,+23.46000
-5.88000,-23.34000,+23.46000
-5.70000,-23.16000,+23.40000
-5.52000,-23.28000,+23.04000
-5.52000,-22.98000,+23.04000
-5.70000,-23.28000,+23.58000
-5.64000,-23.46000,+23.58000
-5.28000,-23.46000,+23.58000
-4.98000,-23.70000,+24.00000
-4.38000,-23.88000,+24.12000
-4.56000,-23.70000,+24.00000
-4.20000,-23.46000,+24.72000
-3.84000,-23.64000,+24.72000
-3.48000,-23.16000,+24.42000
-3.18000,-23.10000,+24.42000
-3.00000,-22.98000,+24.18000
-2.82000,-22.74000,+24.18000
-2.82000,-22.74000,+24.30000
-2.10000,-22.92000,+24.36000
-1.92000,-22.80000,+24.42000
-1.26000,-22.98000,+24.54000
-0.90000,-23.16000,+24.72000
-0.54000,-22.92000,+24.90000
-0.12000,-22.98000,+25.56000
+0.12000,-23.28000,+25.44000
+0.36000,-23.28000,+25.14000
+0.66000,-23.16000,+25.44000
+1.08000,-23.34000,+25.14000
+0.90000,-23.28000,+25.14000
+1.02000,-23.16000,+25.26000
+1.38000,-23.64000,+25.32000
+1.74000,-23.34000,+25.08000
+2.46000,-23.16000,+25.44000
+2.70000,-23.28000,+25.44000
+2.88000,-23.16000,+25.26000
+3.18000,-23.10000,+25.44000
+3.78000,-22.98000,+25.44000
+4.56000,-23.16000,+25.32000
+5.16000,-22.80000,+25.26000
+5.52000,-22.98000,+25.32000
+5.88000,-23.10000,+25.14000
+6.36000,-22.98000,+25.26000
+6.72000,-23.16000,+25.32000
+7.08000,-22.98000,+25.08000
+7.56000,-22.98000,+25.14000
+7.80000,-22.80000,+24.90000
+8.16000,-22.92000,+24.90000
+8.64000,-22.92000,+24.72000
+9.18000,-22.74000,+24.54000
+9.78000,-22.62000,+24.48000
+10.44000,-22.44000,+24.30000
+10.92000,-22.74000,+24.18000
+11.46000,-22.62000,+23.94000
+12.00000,-22.80000,+23.82000
+12.24000,-22.74000,+23.28000
+12.84000,-22.74000,+23.16000
+12.84000,-22.92000,+22.98000
+13.08000,-22.56000,+22.80000
+13.74000,-22.62000,+22.26000
+14.10000,-22.26000,+22.08000
+14.28000,-22.38000,+21.72000
+14.70000,-22.38000,+21.54000
+15.24000,-22.08000,+21.30000
+15.42000,-22.08000,+20.94000
+16.14000,-21.84000,+20.52000
+16.68000,-22.20000,+20.22000
+16.68000,-22.08000,+20.16000
+17.34000,-22.08000,+19.62000
+17.82000,-21.84000,+19.50000
+18.00000,-21.72000,+19.26000
+18.42000,-21.84000,+19.14000
+18.78000,-21.54000,+18.66000
+18.90000,-21.54000,+18.48000
+19.08000,-21.30000,+17.94000
+19.62000,-21.30000,+17.52000
+19.74000,-21.36000,+17.22000
+20.10000,-21.48000,+16.44000
+20.16000,-21.00000,+15.90000
