=============172355.0	-54619.50833333334
333910.0	-113439.01666666666
530265.0	-426058.525
352820.0	-423078.0333333334
193375.0	-412297.54166666674
51930.0	-393117.0500000001
-72715.0	-265936.55833333347
-197360.0	-133356.0666666668
-305805.0	3424.4249999998647
-504250.0	-4395.083333333474
-679895.0	22585.408333333187
-830940.0	78965.89999999985
-934585.0	232546.39166666652
-1034030.0	387926.8833333331
-1123275.0	554107.3749999998
-1327120.0	572687.8666666665
-1533965.0	580468.3583333332
-1656810.0	716648.8499999999
-1780855.0	858829.3416666666
-1905500.0	1009409.8333333333
-2028345.0	1158790.325
-2173990.0	1295570.8166666667
-2389835.0	1269151.3083333333
-2583480.0	1270931.8
-2758525.0	1296112.2916666667
-2916170.0	1350692.7833333334
-3046215.0	1471273.2750000001
-3177460.0	1594253.7666666668
-3311705.0	1721434.2583333335
-3430950.0	1849814.7500000002
-3613795.0	1847395.241666667
-3795440.0	1814975.7333333336
-3968685.0	1818556.2250000003
-4128730.0	1848536.716666667
-4232375.0	1958917.2083333337
-4340820.0	2074097.7000000004
-4436665.0	2193478.191666667
-4534310.0	2316458.6833333336
-4639155.0	2439439.1750000003
-4770400.0	2525819.666666667
-4924445.0	2433400.1583333337
-5071890.0	2369780.6500000004
-5208535.0	2334361.141666667
-5317580.0	2373941.633333334
-5430225.0	2409322.1250000005
-5544670.0	2445302.616666667
-5660915.0	2481883.108333334
-5767560.0	2517263.6000000006
-5883205.0	2524444.0916666673
-5977250.0	2408624.583333334
-6026895.0	2266405.0750000007
-6072940.0	2143385.5666666673
-6114185.0	2040766.058333334
-6159030.0	1991546.5500000007
-6209275.0	1938727.0416666674
-6263120.0	1881707.5333333341
-6318165.0	1842688.0250000008
-6376810.0	1797068.5166666675
-6447455.0	1733449.0083333342
-6456300.0	1596029.500000001
-6455545.0	1471809.9916666676
-6461390.0	1406990.4833333343
-6473835.0	1338570.975000001
-6491680.0	1268951.4666666677
-6511325.0	1201131.9583333344
-6520170.0	1057112.4500000011
-6521215.0	910092.9416666678
-6518060.0	779873.4333333345
-6513105.0	662853.9250000012
-6527950.0	587834.4166666679
-6545795.0	508614.90833333455
-6580440.0	437195.4000000012
-6637885.0	361575.8916666678
-6659930.0	210356.3833333345
-6675975.0	54936.87500000116
-6678220.0	-92082.63333333217
-6682265.0	-221702.14166666547
-6693510.0	-298521.6499999988
-6713155.0	-375941.15833333216
-6738200.0	-457560.6666666655
-6777645.0	-523580.17499999894
-6826690.0	-590199.6833333322
-6894335.0	-683219.1916666655
-6923580.0	-853038.6999999988
-6945025.0	-1004258.2083333321
-6968270.0	-1140477.7166666654
-7005915.0	-1204697.2249999987
-7049560.0	-1269516.733333332
-7097405.0	-1340936.2416666653
-7140450.0	-1403355.7499999986
-7197895.0	-1456175.258333332
-7266740.0	-1526394.7666666652
-7301985.0	-1684814.2749999985
-7331230.0	-1852833.7833333318
-7356875.0	-1990853.291666665
-7377120.0	-2113272.7999999984
-7415365.0	-2181092.3083333317
-7459010.0	-2255511.816666665
-7504455.0	-2332331.3249999983
-7558900.0	-2395350.8333333316
-7622945.0	-2472170.341666665
-7656990.0	-2629389.849999998
-7684435.0	-2792609.3583333315
-7696880.0	-2936628.866666665
-7709925.0	-3068648.374999998
-7731970.0	-3131667.8833333314
-7764215.0	-3199487.3916666647
-7801860.0	-3278706.899999998
-7846705.0	-3337526.4083333313
-7911950.0	-3407745.9166666646
-7936995.0	-3561365.424999998
-7941040.0	-3698784.9333333313
-7934885.0	-3827204.4416666646
-7929930.0	-3947823.949999998
-7940575.0	-4021643.458333331
-7953020.0	-4101462.9666666645
-7961865.0	-4176482.474999998
-7985110.0	-4246701.9833333315
-8033555.0	-4325921.491666665
-8056800.0	-4485540.999999999
-8071645.0	-4630760.508333333
-8085890.0	-4751380.016666667
-8124135.0	-4821599.525
-8167780.0	-4895419.033333334
-8210825.0	-4957838.541666668
-8269470.0	-5008258.050000002
-8343715.0	-5068277.558333335
-8387360.0	-5223697.066666669
-8428605.0	-5392316.575000003
-8457250.0	-5524336.083333337
-8517695.0	-5565155.5916666705
-8584740.0	-5605375.100000004
-8654185.0	-5627594.608333338
-8730830.0	-5657614.116666672
-8825475.0	-5712233.625000006
-8903320.0	-5861053.133333339
-8970965.0	-6015872.641666673
-9044010.0	-6140692.150000007
-9120655.0	-6243311.658333341
-9211700.0	-6248731.166666674
-9309345.0	-6252350.675000008
-9415990.0	-6229570.183333342
-9532835.0	-6198989.691666676
-9668880.0	-6176809.2000000095
-9815725.0	-6290228.708333343
-9958970.0	-6411448.216666677
-10102815.0	-6474467.725000011
-10235260.0	-6500287.233333345
-10355705.0	-6405506.741666678
-10489950.0	-6312526.250000012
-10613995.0	-6202745.758333346
-10738640.0	-6074365.26666668
-10869285.0	-5945984.775000013
-11069530.0	-5973604.283333347
-11272775.0	-6016223.791666681
-11455620.0	-6022243.300000015
-11609665.0	-5962862.8083333485
-11724710.0	-5830282.316666682
-11840355.0	-5699501.825000016
-11950600.0	-5566921.33333335
-12053645.0	-5420540.841666684
-12243690.0	-5411560.350000017
-12433135.0	-5416979.858333351
-12611180.0	-5384599.366666685
-12776625.0	-5333618.875000019
-12894070.0	-5202838.383333352
-13014515.0	-5074457.891666686
-13116360.0	-4943677.40000002
-13223005.0	-4805096.908333354
-13352450.0	-4676116.4166666875
-13537095.0	-4692935.925000021
-13728340.0	-4726555.433333355
-13905185.0	-4730774.941666689
-14024430.0	-4595794.450000023
-14143075.0	-4465613.958333356
-14244920.0	-4318033.46666669
-14356965.0	-4175852.9750000234
-14475610.0	-4034272.4833333567
-14669255.0	-4045091.99166669
-14860500.0	-4069711.5000000233
-15023545.0	-4034331.0083333566
-15140990.0	-3897550.51666669
-15253635.0	-3757770.025000023
-15362080.0	-3610189.5333333565
-15463925.0	-3455409.04166669
-15662370.0	-3434428.550000023
-15864415.0	-3429048.0583333564
-16046660.0	-3393667.5666666897
-16211505.0	-3333087.075000023
-16339750.0	-3191506.5833333563
-16462595.0	-3051126.0916666896
-16571640.0	-2899345.600000023
-16688485.0	-2738565.108333356
-16818530.0	-2581984.6166666895
-17025975.0	-2578404.125000023
-17210020.0	-2537023.633333356
-17371265.0	-2459043.1416666894
-17494110.0	-2306062.6500000227
-17618155.0	-2155482.158333356
-17731400.0	-2000701.6666666893
-17841645.0	-1835721.1750000226
-17962090.0	-1678540.683333356
-18161735.0	-1667760.1916666892
-18361380.0	-1671379.7000000225
-18546025.0	-1649199.2083333558
-18691670.0	-1562818.7166666891
-18805515.0	-1423038.2250000224
-18912760.0	-1283257.7333333557
-19018205.0	-1132077.241666689
-19114050.0	-978496.7500000224
-19238695.0	-841716.2583333557
-19424540.0	-824335.766666689
-19613985.0	-820155.2750000223
-19790230.0	-788374.7833333556
-19941275.0	-731394.2916666889
-20048520.0	-594013.8000000222
-20151565.0	-462033.3083333555
-20249210.0	-323452.8166666889
-20352855.0	-176472.32500002222
-20556100.0	-187891.83333335555
-20758145.0	-214311.34166668888
-20940390.0	-197530.8500000222
-21073435.0	-70950.35833335554
-21201680.0	55630.13333331112
-21327525.0	197810.6249999778
-21441370.0	350791.1166666444
-21629015.0	369971.60833331104
-21811260.0	370552.0999999777
-21976705.0	396932.5916666443
-22103150.0	519913.08333331096
-22225995.0	637493.5749999776
-22336840.0	772474.0666666443
-22532885.0	751454.558333311
-22652130.0	893035.0499999777
-22753975.0	1040015.5416666444
-22848020.0	1192996.033333311
-23022465.0	1225376.5249999778
-23196310.0	1244557.0166666445
-23352155.0	1300937.5083333112
-23433600.0	1480917.9999999779
-23512045.0	1663298.4916666446
-23572490.0	1862478.9833333113
-23635335.0	2060459.474999978
-23711380.0	2253639.966666645
-23900825.0	2337620.4583333116
-24064470.0	2456400.9499999783
-24196315.0	2605781.441666645
-24274160.0	2815761.9333333117
-24356205.0	3027542.4249999784
-24434650.0	3241122.916666645
-24542495.0	3437903.408333312
-24748140.0	3497883.8999999785
-24932185.0	3550064.391666645
-25094030.0	3621444.883333312
-25235475.0	3742025.3749999786
-25377520.0	3861405.8666666453
-25503365.0	3995786.358333312
-25632210.0	4129566.8499999787
-25821655.0	4117547.3416666454
-26009900.0	4083927.833333312
-26178345.0	4080308.3249999788
-26290990.0	4196088.816666645
-26401835.0	4311869.308333311
-26501280.0	4431249.799999977
-26609125.0	4565030.291666644
-26779370.0	4611810.78333331
-26958615.0	4630391.274999976
-27127060.0	4666371.766666642
-27223505.0	4825352.258333309
-27328350.0	4988532.749999975
-27417595.0	5160113.241666641
-27533240.0	5322093.733333307
-27733485.0	5339474.224999974
-27923530.0	5378454.71666664
-28094975.0	5446235.208333306
-28215420.0	5593815.699999972
-28334665.0	5740796.1916666385
-28438310.0	5911176.683333305
-28540755.0	6079157.174999971
-28741000.0	6103137.666666637
-28904645.0	6180518.158333303
-29046090.0	6290898.64999997
-29113135.0	6484079.141666636
-29176580.0	6679059.633333302
-29205225.0	6900440.124999968
-29340070.0	7046820.616666635
-29479715.0	7185401.108333301
-29549160.0	7380381.599999967
-29510605.0	7604762.091666633
-29456450.0	7820142.5833332995
-29387895.0	8024723.074999966
-29458540.0	8190903.566666632
-29530985.0	8351084.058333298
-29529630.0	8549064.549999965
-29442475.0	8764445.041666633
-29352920.0	8972625.5333333
-29254965.0	9178406.024999967
-29152210.0	9379386.516666634
-29189855.0	9568967.008333301
-29239500.0	9751947.499999968
-29247145.0	9952327.991666635
-29176790.0	10171908.483333303
-29097435.0	10387288.97499997
-28990480.0	10600869.466666637
-29034125.0	10775449.958333304
-29083770.0	10939830.449999971
-29100415.0	11132410.941666638
-28995260.0	11336991.433333306
-28889505.0	11539771.924999973
-28760950.0	11737752.41666664
-28633595.0	11930932.908333307
-28646640.0	12113913.399999974
-28673485.0	12288493.891666641
-28663130.0	12487074.383333309
-28546575.0	12695854.874999976
-28427020.0	12898635.366666643
-28294265.0	13087615.85833331
-28176510.0	13281396.349999977
-28174555.0	13482976.841666644
-28181600.0	13682757.333333312
-28128645.0	13902337.824999979
-27994690.0	14119518.316666646
-27855935.0	14332498.808333313
-27718980.0	14541279.29999998
-27601225.0	14747059.791666647
-27608270.0	14940240.283333315
-27585915.0	15150220.774999982
-27484360.0	15348201.266666649
-27379205.0	15544981.758333316
-27261450.0	15728562.249999983
-27155695.0	15912142.74166665
-27177140.0	16089723.233333318
-27189585.0	16267903.724999985
-27130030.0	16467084.216666652
-27036875.0	16660864.708333319
-26929320.0	16854645.199999988
-26835565.0	17046025.691666655
-26881610.0	17211006.183333322
